day,dayOfWeek,postLength,mediaType,postingTime,impressions
6,Friday,1000,image,afternoon,65930
7,Saturday,1000,image,afternoon,159156
8,Sunday,1000,image,afternoon,34372
9,Monday,1000,image,afternoon,90666
10,Tuesday,1000,image,afternoon,3362
11,Wednesday,1000,image,afternoon,23785
12,Thursday,1000,image,afternoon,71287
13,Friday,1000,image,afternoon,76521
14,Saturday,1000,image,afternoon,24501
15,Sunday,1000,image,afternoon,20757
16,Monday,1000,image,afternoon,71470
17,Tuesday,1000,image,afternoon,47124
18,Wednesday,1000,image,afternoon,17276
19,Thursday,1000,image,afternoon,76795
20,Friday,1000,image,afternoon,11484
21,Saturday,1000,image,afternoon,9396
22,Sunday,1000,image,afternoon,48657
23,Monday,1000,image,afternoon,39873
24,Tuesday,1000,image,afternoon,77605
25,Wednesday,1000,image,afternoon,129250
26,Thursday,1000,image,afternoon,14259
27,Friday,1000,image,afternoon,5526
28,Saturday,1000,image,afternoon,113274
29,Sunday,1000,image,afternoon,17838
30,Monday,1000,image,afternoon,62917
1,Sunday,1000,image,afternoon,2098
2,Monday,1000,image,afternoon,181443
3,Tuesday,1000,image,afternoon,21333
4,Wednesday,1000,image,afternoon,15922
5,Thursday,1000,image,afternoon,21164
6,Friday,1000,image,afternoon,5918
7,Saturday,1000,image,afternoon,17658
8,Sunday,1000,image,afternoon,24782
9,Monday,1000,image,afternoon,20912
10,Tuesday,1000,image,afternoon,50475
11,Wednesday,1000,image,afternoon,5637
12,Thursday,1000,image,afternoon,24782
13,Friday,1000,image,afternoon,39322
14,Saturday,1000,image,afternoon,15969
15,Sunday,1000,image,afternoon,3614
16,Monday,1000,image,afternoon,5497
17,Tuesday,1000,image,afternoon,19274
18,Wednesday,1000,image,afternoon,26388
19,Thursday,1000,image,afternoon,39308
20,Friday,1000,image,afternoon,32551
21,Saturday,1000,image,afternoon,73591
22,Sunday,1000,image,afternoon,45730
23,Monday,1000,image,afternoon,30790
24,Tuesday,1000,image,afternoon,24357
25,Wednesday,1000,image,afternoon,123638
26,Thursday,1000,image,afternoon,19915
27,Friday,1000,image,afternoon,2012
28,Saturday,1000,image,afternoon,38512
29,Sunday,1000,image,afternoon,19004
30,Monday,1000,image,afternoon,27147
1,Sunday,1000,image,afternoon,73364
2,Monday,1000,image,afternoon,2721
3,Tuesday,1000,image,afternoon,9554
4,Wednesday,1000,image,afternoon,51418
5,Thursday,1000,image,afternoon,1335
6,Friday,1000,image,afternoon,43218
7,Saturday,1000,image,afternoon,68929
8,Sunday,1000,image,afternoon,13680
9,Monday,1000,image,afternoon,3106
10,Tuesday,1000,image,afternoon,59479
11,Wednesday,1000,image,afternoon,1134
12,Thursday,1000,image,afternoon,49644
13,Friday,1000,image,afternoon,13136
14,Saturday,1000,image,afternoon,47271
15,Sunday,1000,image,afternoon,50608
16,Monday,1000,image,afternoon,19515
17,Tuesday,1000,image,afternoon,138729
18,Wednesday,1000,image,afternoon,56365
19,Thursday,1000,image,afternoon,14943
20,Friday,1000,image,afternoon,28281
21,Saturday,1000,image,afternoon,9572
22,Sunday,1000,image,afternoon,23590
23,Monday,1000,image,afternoon,127843
24,Tuesday,1000,image,afternoon,75592
25,Wednesday,1000,image,afternoon,651
26,Thursday,1000,image,afternoon,1447
27,Friday,1000,image,afternoon,28371
28,Saturday,1000,image,afternoon,5540
29,Sunday,1000,image,afternoon,31431
30,Monday,1000,image,afternoon,5374
1,Sunday,1000,image,afternoon,153334
2,Monday,1000,image,afternoon,38502
3,Tuesday,1000,image,afternoon,77407
4,Wednesday,1000,image,afternoon,53722
5,Thursday,1000,image,afternoon,3132
6,Friday,1000,image,afternoon,9158
7,Saturday,1000,image,afternoon,9007
8,Sunday,1000,image,afternoon,4964
9,Monday,1000,image,afternoon,16801
10,Tuesday,1000,image,afternoon,35395
11,Wednesday,1000,image,afternoon,6685
12,Thursday,1000,image,afternoon,32979
13,Friday,1000,image,afternoon,8542
14,Saturday,1000,image,afternoon,1746
15,Sunday,1000,image,afternoon,22906
16,Monday,1000,image,afternoon,28350
17,Tuesday,1000,image,afternoon,950
18,Wednesday,1000,image,afternoon,12049
19,Thursday,1000,image,afternoon,49255
20,Friday,1000,image,afternoon,29437
21,Saturday,1000,image,afternoon,11592
22,Sunday,1000,image,afternoon,11836
23,Monday,1000,image,afternoon,27856
24,Tuesday,1000,image,afternoon,1846
25,Wednesday,1000,image,afternoon,98769
26,Thursday,1000,image,afternoon,59169
27,Friday,1000,image,afternoon,92944
28,Saturday,1000,image,afternoon,23209
29,Sunday,1000,image,afternoon,7390
30,Monday,1000,image,afternoon,6998
1,Sunday,1000,image,afternoon,14644
2,Monday,1000,image,afternoon,46818
3,Tuesday,1000,image,afternoon,42483
4,Wednesday,1000,image,afternoon,56498
5,Thursday,1000,image,afternoon,96303
6,Friday,1000,image,afternoon,34884
7,Saturday,1000,image,afternoon,28598
8,Sunday,1000,image,afternoon,103363
9,Monday,1000,image,afternoon,36972
10,Tuesday,1000,image,afternoon,63496
11,Wednesday,1000,image,afternoon,50698
12,Thursday,1000,image,afternoon,60066
13,Friday,1000,image,afternoon,42832
14,Saturday,1000,image,afternoon,57996
15,Sunday,1000,image,afternoon,1947
16,Monday,1000,image,afternoon,40363
17,Tuesday,1000,image,afternoon,11725
18,Wednesday,1000,image,afternoon,6544
19,Thursday,1000,image,afternoon,53128
20,Friday,1000,image,afternoon,4525
21,Saturday,1000,image,afternoon,4982
22,Sunday,1000,image,afternoon,3222
23,Monday,1000,image,afternoon,85474
24,Tuesday,1000,image,afternoon,21006
25,Wednesday,1000,image,afternoon,73602
26,Thursday,1000,image,afternoon,75787
27,Friday,1000,image,afternoon,11149
28,Saturday,1000,image,afternoon,142560
29,Sunday,1000,image,afternoon,33602
30,Monday,1000,image,afternoon,55288
1,Sunday,1000,image,afternoon,52952
2,Monday,1000,image,afternoon,125042
3,Tuesday,1000,image,afternoon,50403
4,Wednesday,1000,image,afternoon,30970
5,Thursday,1000,image,afternoon,25275
6,Friday,1000,image,afternoon,22856
7,Saturday,1000,image,afternoon,7754
8,Sunday,1000,image,afternoon,35233
9,Monday,1000,image,afternoon,12790
10,Tuesday,1000,image,afternoon,3754
11,Wednesday,1000,image,afternoon,73371
12,Thursday,1000,image,afternoon,25315
13,Friday,1000,image,afternoon,55681
14,Saturday,1000,image,afternoon,5266
15,Sunday,1000,image,afternoon,11721
16,Monday,1000,image,afternoon,61941
17,Tuesday,1000,image,afternoon,82105
18,Wednesday,1000,image,afternoon,64245
19,Thursday,1000,image,afternoon,77180
20,Friday,1000,image,afternoon,91879
21,Saturday,1000,image,afternoon,107676
22,Sunday,1000,image,afternoon,83001
23,Monday,1000,image,afternoon,4302
24,Tuesday,1000,image,afternoon,81633
25,Wednesday,1000,image,afternoon,12686
26,Thursday,1000,image,afternoon,40158
27,Friday,1000,image,afternoon,95446
28,Saturday,1000,image,afternoon,4766
29,Sunday,1000,image,afternoon,36158
30,Monday,1000,image,afternoon,12834
1,Sunday,1000,image,afternoon,3434
2,Monday,1000,image,afternoon,82389
3,Tuesday,1000,image,afternoon,30214
4,Wednesday,1000,image,afternoon,20797
5,Thursday,1000,image,afternoon,15678
6,Friday,1000,image,afternoon,79336
7,Saturday,1000,image,afternoon,8463
8,Sunday,1000,image,afternoon,26701
9,Monday,1000,image,afternoon,3841
10,Tuesday,1000,image,afternoon,4190
11,Wednesday,1000,image,afternoon,6703
12,Thursday,1000,image,afternoon,6188
13,Friday,1000,image,afternoon,54511
14,Saturday,1000,image,afternoon,167958
15,Sunday,1000,image,afternoon,13075
16,Monday,1000,image,afternoon,66254
17,Tuesday,1000,image,afternoon,17913
18,Wednesday,1000,image,afternoon,21265
19,Thursday,1000,image,afternoon,6800
20,Friday,1000,image,afternoon,19515
21,Saturday,1000,image,afternoon,59785
22,Sunday,1000,image,afternoon,13780
23,Monday,1000,image,afternoon,14302
24,Tuesday,1000,image,afternoon,67471
25,Wednesday,1000,image,afternoon,12963
26,Thursday,1000,image,afternoon,8388
27,Friday,1000,image,afternoon,31838
28,Saturday,1000,image,afternoon,5119
29,Sunday,1000,image,afternoon,1634
30,Monday,1000,image,afternoon,30862
1,Sunday,1000,image,afternoon,17222
2,Monday,1000,image,afternoon,76078
3,Tuesday,1000,image,afternoon,24130
4,Wednesday,1000,image,afternoon,44110
5,Thursday,1000,image,afternoon,49863
6,Friday,1000,image,afternoon,147312
7,Saturday,1000,image,afternoon,4046
8,Sunday,1000,image,afternoon,46360
9,Monday,1000,image,afternoon,52383
10,Tuesday,1000,image,afternoon,68623
11,Wednesday,1000,image,afternoon,16477
12,Thursday,1000,image,afternoon,3891
13,Friday,1000,image,afternoon,36907
14,Saturday,1000,image,afternoon,12369
15,Sunday,1000,image,afternoon,20509
16,Monday,1000,image,afternoon,3488
17,Tuesday,1000,image,afternoon,26420
18,Wednesday,1000,image,afternoon,9226
19,Thursday,1000,image,afternoon,51091
20,Friday,1000,image,afternoon,5853
21,Saturday,1000,image,afternoon,160466
22,Sunday,1000,image,afternoon,47646
23,Monday,1000,image,afternoon,24616
24,Tuesday,1000,image,afternoon,46026
25,Wednesday,1000,image,afternoon,25178
26,Thursday,1000,image,afternoon,626
27,Friday,1000,image,afternoon,83221
28,Saturday,1000,image,afternoon,24195
29,Sunday,1000,image,afternoon,36795
30,Monday,1000,image,afternoon,41335
1,Sunday,1500,image,evening,55062
2,Monday,1500,image,evening,3402
3,Tuesday,1500,image,evening,20767
4,Wednesday,1500,image,evening,88987
5,Thursday,1500,image,evening,28489
6,Friday,1500,image,evening,18396
7,Saturday,1500,image,evening,93640
8,Sunday,1500,image,evening,74407
9,Monday,1500,image,evening,28206
10,Tuesday,1500,image,evening,62347
11,Wednesday,1500,image,evening,75325
12,Thursday,1500,image,evening,32467
13,Friday,1500,image,evening,136057
14,Saturday,1500,image,evening,423
15,Sunday,1500,image,evening,134464
16,Monday,1500,image,evening,131044
17,Tuesday,1500,image,evening,148203
18,Wednesday,1500,image,evening,127939
19,Thursday,1500,image,evening,4819
20,Friday,1500,image,evening,25299
21,Saturday,1500,image,evening,32391
22,Sunday,1500,image,evening,12208
23,Monday,1500,image,evening,26352
24,Tuesday,1500,image,evening,3118
25,Wednesday,1500,image,evening,38182
26,Thursday,1500,image,evening,5827
27,Friday,1500,image,evening,12348
28,Saturday,1500,image,evening,63166
29,Sunday,1500,image,evening,50004
30,Monday,1500,image,evening,9265
1,Sunday,1000,image,afternoon,5407
2,Monday,1000,image,afternoon,30276
3,Tuesday,1000,image,afternoon,39027
4,Wednesday,1000,image,afternoon,34992
5,Thursday,1000,image,afternoon,38289
6,Friday,1000,image,afternoon,874
7,Saturday,1000,image,afternoon,5230
8,Sunday,1000,image,afternoon,36774
9,Monday,1000,image,afternoon,11692
10,Tuesday,1000,image,afternoon,3484
11,Wednesday,1000,image,afternoon,18925
12,Thursday,1000,image,afternoon,3384
13,Friday,1000,image,afternoon,3657
14,Saturday,1000,image,afternoon,129290
15,Sunday,1000,image,afternoon,12963
16,Monday,1000,image,afternoon,1198
17,Tuesday,1000,image,afternoon,28051
18,Wednesday,1000,image,afternoon,171453
19,Thursday,1000,image,afternoon,1299
20,Friday,1000,image,afternoon,43815
21,Saturday,1000,image,afternoon,53661
22,Sunday,1000,image,afternoon,2232
23,Monday,1000,image,afternoon,23522
24,Tuesday,1000,image,afternoon,37144
25,Wednesday,1000,image,afternoon,9864
26,Thursday,1000,image,afternoon,39866
27,Friday,1000,image,afternoon,612
28,Saturday,1000,image,afternoon,864
29,Sunday,1000,image,afternoon,34848
30,Monday,1000,image,afternoon,130932
1,Sunday,1000,image,afternoon,43282
2,Monday,1000,image,afternoon,79455
3,Tuesday,1000,image,afternoon,2242
4,Wednesday,1000,image,afternoon,38757
5,Thursday,1000,image,afternoon,27918
6,Friday,1000,image,afternoon,15404
7,Saturday,1000,image,afternoon,60710
8,Sunday,1000,image,afternoon,42310
9,Monday,1000,image,afternoon,21902
10,Tuesday,1000,image,afternoon,9874
11,Wednesday,1000,image,afternoon,54921
12,Thursday,1000,image,afternoon,73324
13,Friday,1000,image,afternoon,106268
14,Saturday,1000,image,afternoon,15872
15,Sunday,1000,image,afternoon,19339
16,Monday,1000,image,afternoon,32562
17,Tuesday,1000,image,afternoon,22798
18,Wednesday,1000,image,afternoon,157608
19,Thursday,1000,image,afternoon,5378
20,Friday,1000,image,afternoon,2062
21,Saturday,1000,image,afternoon,2653
22,Sunday,1000,image,afternoon,34801
23,Monday,1000,image,afternoon,29962
24,Tuesday,1000,image,afternoon,10184
25,Wednesday,1000,image,afternoon,1206
26,Thursday,1000,image,afternoon,1605
27,Friday,1000,image,afternoon,61653
28,Saturday,1000,image,afternoon,8082
29,Sunday,1000,image,afternoon,55238
30,Monday,1000,image,afternoon,30452
1,Sunday,1000,image,afternoon,27705
2,Monday,1000,image,afternoon,71373
3,Tuesday,1000,image,afternoon,25851
4,Wednesday,1000,image,afternoon,26506
5,Thursday,1000,image,afternoon,37022
6,Friday,1000,image,afternoon,75513
7,Saturday,1000,image,afternoon,69814
8,Sunday,1000,image,afternoon,13006
9,Monday,1000,image,afternoon,13485
10,Tuesday,1000,image,afternoon,5061
11,Wednesday,1000,image,afternoon,78876
12,Thursday,1000,image,afternoon,32490
13,Friday,1000,image,afternoon,30884
14,Saturday,1000,image,afternoon,159199
15,Sunday,1000,image,afternoon,53877
16,Monday,1000,image,afternoon,3067
17,Tuesday,1000,image,afternoon,23090
18,Wednesday,1000,image,afternoon,9118
19,Thursday,1000,image,afternoon,41166
20,Friday,1000,image,afternoon,230
21,Saturday,1000,image,afternoon,2948
22,Sunday,1000,image,afternoon,76737
23,Monday,1000,image,afternoon,59014
24,Tuesday,1000,image,afternoon,14911
25,Wednesday,1000,image,afternoon,10609
26,Thursday,1000,image,afternoon,5598
27,Friday,1000,image,afternoon,13032
28,Saturday,1000,image,afternoon,6620
29,Sunday,1000,image,afternoon,64728
30,Monday,1000,image,afternoon,13708
1,Sunday,1000,image,afternoon,1220
2,Monday,1000,image,afternoon,7059
3,Tuesday,1000,image,afternoon,4705
4,Wednesday,1000,image,afternoon,29649
5,Thursday,1000,image,afternoon,18622
6,Friday,1000,image,afternoon,14126
7,Saturday,1000,image,afternoon,3340
8,Sunday,1000,image,afternoon,3110
9,Monday,1000,image,afternoon,5630
10,Tuesday,1000,image,afternoon,6382
11,Wednesday,1000,image,afternoon,14371
12,Thursday,1000,image,afternoon,40186
13,Friday,1000,image,afternoon,14983
14,Saturday,1000,image,afternoon,8604
15,Sunday,1000,image,afternoon,8942
16,Monday,1000,image,afternoon,61761
17,Tuesday,1000,image,afternoon,26308
18,Wednesday,1000,image,afternoon,5965
19,Thursday,1000,image,afternoon,88657
20,Friday,1000,image,afternoon,54806
21,Saturday,1000,image,afternoon,10173
22,Sunday,1000,image,afternoon,72972
23,Monday,1000,image,afternoon,79376
24,Tuesday,1000,image,afternoon,8301
25,Wednesday,1000,image,afternoon,110044
26,Thursday,1000,image,afternoon,74412
27,Friday,1000,image,afternoon,45687
28,Saturday,1000,image,afternoon,2476
29,Sunday,1000,image,afternoon,16066
30,Monday,1000,image,afternoon,77126
1,Sunday,1000,image,afternoon,40374
2,Monday,1000,image,afternoon,10108
3,Tuesday,1000,image,afternoon,52383
4,Wednesday,1000,image,afternoon,29682
5,Thursday,1000,image,afternoon,38516
6,Friday,1000,image,afternoon,50626
7,Saturday,1000,image,afternoon,32652
8,Sunday,1000,image,afternoon,16952
9,Monday,1000,image,afternoon,14688
10,Tuesday,1000,image,afternoon,5907
11,Wednesday,1000,image,afternoon,5486
12,Thursday,1000,image,afternoon,1969
13,Friday,1000,image,afternoon,14115
14,Saturday,1000,image,afternoon,18968
15,Sunday,1000,image,afternoon,36799
16,Monday,1000,image,afternoon,66200
17,Tuesday,1000,image,afternoon,74120
18,Wednesday,1000,image,afternoon,58237
19,Thursday,1000,image,afternoon,61174
20,Friday,1000,image,afternoon,65278
21,Saturday,1000,image,afternoon,101271
22,Sunday,1000,image,afternoon,58478
23,Monday,1000,image,afternoon,2365
24,Tuesday,1000,image,afternoon,7416
25,Wednesday,1000,image,afternoon,25131
26,Thursday,1000,image,afternoon,28062
27,Friday,1000,image,afternoon,66081
28,Saturday,1000,image,afternoon,36655
29,Sunday,1000,image,afternoon,20350
30,Monday,1000,image,afternoon,23032
1,Sunday,1000,image,afternoon,7488
2,Monday,1000,image,afternoon,30866
3,Tuesday,1000,image,afternoon,19126
4,Wednesday,1000,image,afternoon,4892
5,Thursday,1000,image,afternoon,31197
6,Friday,1000,image,afternoon,153907
7,Saturday,1000,image,afternoon,54136
8,Sunday,1000,image,afternoon,11440
9,Monday,1000,image,afternoon,20048
10,Tuesday,1000,image,afternoon,9147
11,Wednesday,1000,image,afternoon,26290
12,Thursday,1000,image,afternoon,58759
13,Friday,1000,image,afternoon,53539
14,Saturday,1000,image,afternoon,6480
15,Sunday,1000,image,afternoon,53654
16,Monday,1000,image,afternoon,11415
17,Tuesday,1000,image,afternoon,64803
18,Wednesday,1000,image,afternoon,18172
19,Thursday,1000,image,afternoon,10191
20,Friday,1000,image,afternoon,36680
21,Saturday,1000,image,afternoon,10717
22,Sunday,1000,image,afternoon,15040
23,Monday,1000,image,afternoon,58748
24,Tuesday,1000,image,afternoon,7
25,Wednesday,1000,image,afternoon,3006
26,Thursday,1000,image,afternoon,37818
27,Friday,1000,image,afternoon,27457
28,Saturday,1000,image,afternoon,82692
29,Sunday,1000,image,afternoon,9568
30,Monday,1000,image,afternoon,23666
1,Sunday,1000,image,afternoon,6710
2,Monday,1000,image,afternoon,32508
3,Tuesday,1000,image,afternoon,29689
4,Wednesday,1000,image,afternoon,15616
5,Thursday,1000,image,afternoon,151
6,Friday,1000,image,afternoon,25650
7,Saturday,1000,image,afternoon,10328
8,Sunday,1000,image,afternoon,35946
9,Monday,1000,image,afternoon,23518
10,Tuesday,1000,image,afternoon,20091
11,Wednesday,1000,image,afternoon,511
12,Thursday,1000,image,afternoon,2260
13,Friday,1000,image,afternoon,35942
14,Saturday,1000,image,afternoon,29293
15,Sunday,1000,image,afternoon,2520
